N;K;peaks;maxValue;minValue
22;8;7170;0.782441;0.199788
22;8;8446;0.794949;0.21498
22;8;8040;0.796862;0.211207
22;8;8294;0.780956;0.195223
22;8;7585;0.799629;0.22137
22;8;8398;0.793091;0.206079
22;8;7305;0.807659;0.196723
22;8;8140;0.791959;0.188099
22;8;7736;0.802418;0.216968
22;8;7772;0.808487;0.212375
22;8;8114;0.810693;0.204834
22;8;8543;0.798323;0.205301
22;8;8190;0.784589;0.197401
22;8;8186;0.788277;0.208422
22;8;7343;0.79145;0.194902
22;8;7735;0.793016;0.205628
22;8;8621;0.814085;0.210368
22;8;8243;0.793612;0.196205
22;8;8220;0.806718;0.206344
22;8;8090;0.796528;0.189865
22;8;7093;0.834356;0.20856
22;8;8725;0.797758;0.168645
22;8;7862;0.782512;0.198725
22;8;8134;0.812647;0.194217
22;8;8104;0.802749;0.20777
22;8;8115;0.793919;0.197289
22;8;9030;0.793455;0.206973
22;8;8593;0.795562;0.190825
22;8;7720;0.812311;0.200914
22;8;8106;0.788487;0.178919
22;8;8404;0.790037;0.212731
22;8;7782;0.802361;0.209023
22;8;8243;0.774749;0.196086
22;8;7984;0.799908;0.200504
22;8;8359;0.779701;0.218037
22;8;8001;0.797452;0.200383
22;8;8355;0.81694;0.179595
22;8;8156;0.809274;0.218869
22;8;7948;0.802495;0.226858
22;8;8015;0.801746;0.211847
22;8;7873;0.788614;0.198633
22;8;7966;0.790036;0.204564
22;8;8522;0.800092;0.192916
22;8;8547;0.800883;0.198295
22;8;8382;0.779206;0.199373
22;8;7799;0.792535;0.218828
22;8;8048;0.793322;0.216371
22;8;8326;0.793179;0.215303
22;8;7604;0.770419;0.20242
22;8;8176;0.805636;0.214688
22;8;7779;0.786412;0.212531
22;8;8031;0.769259;0.1997
22;8;7702;0.792428;0.21852
22;8;8358;0.812807;0.206703
22;8;8478;0.803235;0.185749
22;8;8847;0.796025;0.209182
22;8;7586;0.775835;0.211981
22;8;8824;0.805193;0.219487
22;8;8409;0.819627;0.202566
22;8;7979;0.809499;0.214839
22;8;7810;0.79844;0.2185
22;8;8539;0.795649;0.211674
22;8;8179;0.789427;0.218537
