N;K;peaks;maxValue;minValue
22;11;22330;0.78751;0.206773
22;11;24221;0.820343;0.204419
22;11;24859;0.785233;0.215018
22;11;23833;0.788744;0.21355
22;11;23328;0.794699;0.20937
22;11;23997;0.792591;0.208382
22;11;22845;0.792639;0.212546
22;11;24250;0.797613;0.212215
22;11;23308;0.805657;0.201203
22;11;24119;0.806628;0.207923
22;11;24862;0.797954;0.207454
22;11;25105;0.827935;0.211312
22;11;24493;0.820043;0.21592
22;11;24954;0.779619;0.209844
22;11;23856;0.796731;0.205982
22;11;24251;0.818235;0.217427
22;11;24309;0.777506;0.215434
22;11;24038;0.782606;0.172954
22;11;23621;0.792692;0.200572
22;11;24040;0.804054;0.204568
22;11;23437;0.799952;0.187477
22;11;24133;0.809743;0.217613
22;11;24127;0.78068;0.203655
22;11;24180;0.784571;0.210277
22;11;23983;0.803513;0.203855
22;11;22807;0.799605;0.21008
22;11;23609;0.807671;0.192015
22;11;24276;0.79998;0.193573
22;11;24607;0.806682;0.195496
22;11;23406;0.792241;0.192339
22;11;23504;0.823909;0.182144
22;11;23845;0.783153;0.204348
22;11;23215;0.790642;0.220768
22;11;22782;0.81943;0.19513
22;11;22841;0.804804;0.214375
22;11;24259;0.806191;0.213911
22;11;23372;0.813059;0.200557
22;11;24865;0.796857;0.191811
22;11;23590;0.801221;0.20727
22;11;25107;0.79272;0.210189
22;11;23592;0.777826;0.203245
22;11;23598;0.795446;0.203027
22;11;23478;0.802684;0.216533
22;11;23150;0.782056;0.21452
22;11;24107;0.786666;0.194844
22;11;22631;0.811716;0.212501
22;11;23978;0.780937;0.200151
22;11;23903;0.779686;0.204163
22;11;22970;0.799551;0.212095
22;11;24643;0.784053;0.192363
22;11;24757;0.792727;0.21204
22;11;24408;0.80451;0.222778
22;11;23952;0.814851;0.18255
22;11;23701;0.790078;0.207463
22;11;24213;0.807814;0.199321
22;11;24513;0.790901;0.206029
22;11;23858;0.788927;0.208053
22;11;23438;0.787349;0.195784
22;11;23307;0.785219;0.202354
22;11;21710;0.830816;0.205645
22;11;22638;0.784979;0.21243
22;11;22930;0.809993;0.177282
22;11;22385;0.799667;0.20282
22;11;23058;0.79396;0.180976
22;11;23925;0.790405;0.191435
22;11;25467;0.782059;0.210855
22;11;22308;0.799041;0.218662
22;11;21770;0.820702;0.200448
22;11;23950;0.812855;0.18259
22;11;23957;0.799429;0.209795
22;11;23585;0.796355;0.201864
22;11;23258;0.791198;0.211389
22;11;24819;0.818211;0.19539
22;11;22569;0.803366;0.214165
22;11;23676;0.792377;0.214329
22;11;23902;0.792616;0.203254
22;11;23832;0.804195;0.200153
22;11;24711;0.782603;0.218776
22;11;23023;0.794072;0.203065
22;11;23009;0.789939;0.196921
22;11;23201;0.791685;0.189409
22;11;23147;0.809097;0.218595
22;11;23580;0.798742;0.210205
22;11;22252;0.794226;0.214068
22;11;24046;0.782874;0.19525
22;11;24170;0.811264;0.198391
22;11;23566;0.791108;0.182589
22;11;23081;0.792559;0.198595
22;11;23776;0.777393;0.218464
22;11;22887;0.793194;0.18823
22;11;23855;0.787461;0.193343
22;11;21781;0.787825;0.214633
22;11;23162;0.797434;0.192591
22;11;24999;0.793717;0.205
22;11;22345;0.788658;0.203322
22;11;23110;0.79565;0.203177
22;11;23495;0.788568;0.215373
22;11;24975;0.825466;0.196271
22;11;23412;0.782621;0.221699
22;11;24161;0.815413;0.202619
22;11;24081;0.794432;0.200296
22;11;23708;0.810041;0.21706
22;11;24408;0.784433;0.217615
22;11;22167;0.793774;0.204432
22;11;22666;0.789238;0.210321
22;11;24220;0.777718;0.19926
22;11;23415;0.79671;0.204131
22;11;23614;0.797276;0.168858
22;11;23396;0.807925;0.208494
22;11;24605;0.815199;0.212545
22;11;23654;0.803444;0.208925
22;11;23397;0.799706;0.206462
22;11;23267;0.786218;0.20449
22;11;23718;0.798151;0.19836
22;11;22513;0.805275;0.204524
22;11;24301;0.791478;0.208194
22;11;22844;0.807169;0.191654
22;11;23827;0.809939;0.215596
22;11;21285;0.794075;0.213659
22;11;24130;0.796985;0.19841
22;11;24126;0.799103;0.206307
22;11;21685;0.821988;0.203021
22;11;23358;0.808092;0.210145
22;11;23369;0.785796;0.21342
22;11;24933;0.79347;0.202571
22;11;23800;0.803401;0.201714
22;11;23171;0.806023;0.208939
22;11;24027;0.794616;0.207024
22;11;22958;0.800857;0.202154
22;11;24496;0.805659;0.195599
22;11;24203;0.801207;0.203812
22;11;24102;0.797426;0.20885
22;11;24222;0.786692;0.20048
22;11;22948;0.798531;0.20226
22;11;23653;0.80515;0.161608
22;11;23783;0.802074;0.176787
22;11;22970;0.792301;0.200918
22;11;22190;0.791034;0.201145
22;11;23636;0.792928;0.216651
22;11;22388;0.80951;0.215125
22;11;22643;0.784984;0.195891
22;11;24002;0.82094;0.205102
22;11;24527;0.787685;0.216839
22;11;23253;0.801556;0.191721
22;11;23664;0.784157;0.202709
22;11;24687;0.793702;0.207515
22;11;23988;0.804049;0.202682
22;11;23804;0.798385;0.202694
22;11;24262;0.793662;0.2147
22;11;23307;0.816799;0.213877
22;11;23035;0.792682;0.214241
22;11;23762;0.804364;0.220383
22;11;23308;0.789651;0.177356
22;11;24220;0.803851;0.209679
22;11;24083;0.799201;0.20604
22;11;23436;0.817619;0.161848
22;11;24688;0.791178;0.194674
22;11;22639;0.789495;0.196325
22;11;23658;0.799564;0.205251
22;11;23811;0.817081;0.208851
