N;K;peaks;maxValue;minValue
22;4;746;0.761181;0.213279
22;4;843;0.791808;0.214678
22;4;556;0.779033;0.211036
22;4;688;0.790656;0.228233
22;4;844;0.798743;0.199903
22;4;659;0.764999;0.217619
22;4;563;0.763556;0.218775
22;4;668;0.801951;0.207044
22;4;865;0.809902;0.22155
22;4;612;0.786631;0.204347
22;4;860;0.768129;0.200727
22;4;897;0.79192;0.223112
22;4;719;0.7756;0.215644
22;4;1066;0.74908;0.198098
22;4;676;0.772544;0.216251
22;4;694;0.786265;0.210829
22;4;764;0.78002;0.204468
22;4;850;0.806994;0.230119
22;4;780;0.762353;0.235497
22;4;692;0.7729;0.258859
22;4;591;0.788416;0.214519
22;4;464;0.776794;0.237192
22;4;647;0.815018;0.219688
22;4;698;0.806243;0.227257
22;4;528;0.766743;0.208047
22;4;853;0.780197;0.184424
22;4;826;0.793536;0.217966
22;4;717;0.81125;0.21627
22;4;951;0.786442;0.214377
22;4;752;0.760308;0.234449
22;4;889;0.765386;0.245336
22;4;733;0.78065;0.235641
22;4;671;0.767027;0.210649
22;4;794;0.78499;0.193925
22;4;942;0.762661;0.213285
22;4;934;0.788914;0.19486
22;4;670;0.780795;0.239398
22;4;836;0.745981;0.226606
22;4;647;0.791817;0.220688
22;4;787;0.803097;0.218023
22;4;830;0.793349;0.208283
22;4;491;0.791604;0.22424
22;4;670;0.768034;0.210992
22;4;830;0.798241;0.219314
22;4;806;0.768948;0.240863
22;4;616;0.806806;0.224436
22;4;588;0.790989;0.246596
22;4;788;0.753302;0.203663
22;4;678;0.809431;0.217948
22;4;816;0.749922;0.259915
22;4;667;0.790757;0.189844
22;4;717;0.799566;0.222943
22;4;909;0.781367;0.211769
22;4;944;0.79087;0.230583
22;4;679;0.785876;0.225174
22;4;574;0.799125;0.204645
22;4;741;0.778352;0.210305
22;4;410;0.741704;0.202716
22;4;662;0.80636;0.217494
22;4;673;0.773164;0.205059
22;4;730;0.757558;0.223526
22;4;723;0.81029;0.244959
22;4;738;0.795355;0.227141
22;4;734;0.768181;0.238467
22;4;864;0.77716;0.236611
22;4;1015;0.788254;0.238493
22;4;566;0.793722;0.21582
22;4;787;0.787143;0.229804
22;4;683;0.797986;0.210182
22;4;614;0.778952;0.230638
22;4;737;0.779166;0.249249
22;4;646;0.775474;0.210024
22;4;651;0.806204;0.222041
22;4;566;0.770224;0.213592
22;4;835;0.813556;0.211943
22;4;975;0.789928;0.201006
22;4;578;0.745993;0.220755
22;4;713;0.774008;0.22012
22;4;797;0.752309;0.188543
22;4;691;0.784101;0.224885
22;4;723;0.770083;0.203887
22;4;876;0.767494;0.214148
22;4;786;0.778478;0.193612
22;4;670;0.756226;0.220921
22;4;839;0.764971;0.236163
22;4;865;0.809517;0.229455
22;4;802;0.790302;0.234375
22;4;775;0.789544;0.245827
22;4;847;0.778617;0.200386
22;4;609;0.751877;0.211821
22;4;752;0.778328;0.239363
22;4;877;0.798724;0.237289
22;4;596;0.783401;0.228047
22;4;841;0.807059;0.224921
22;4;840;0.767197;0.228843
22;4;616;0.832544;0.253513
22;4;586;0.784558;0.215523
22;4;703;0.806694;0.229964
22;4;804;0.784998;0.228345
22;4;943;0.780156;0.232
22;4;1161;0.784566;0.215463
22;4;899;0.774159;0.203636
22;4;721;0.792092;0.226347
22;4;656;0.763841;0.228089
22;4;517;0.799908;0.232192
22;4;663;0.792666;0.208728
22;4;858;0.784035;0.189388
22;4;797;0.783272;0.193606
22;4;754;0.778087;0.227663
22;4;585;0.786215;0.229837
22;4;778;0.764048;0.216132
22;4;800;0.781949;0.224023
22;4;745;0.745161;0.206406
22;4;756;0.771692;0.204619
22;4;598;0.791137;0.211408
22;4;920;0.770133;0.225036
22;4;883;0.773543;0.225001
22;4;682;0.766761;0.199349
22;4;567;0.795159;0.198437
22;4;606;0.790658;0.223371
22;4;769;0.764823;0.212339
22;4;975;0.756924;0.217464
22;4;886;0.770231;0.210414
22;4;780;0.788615;0.197762
22;4;929;0.775427;0.237974
22;4;1075;0.781203;0.207542
22;4;570;0.793652;0.240103
22;4;721;0.786027;0.230904
22;4;639;0.779115;0.18898
22;4;780;0.750981;0.217305
22;4;653;0.756174;0.231233
22;4;564;0.797437;0.226393
22;4;756;0.760073;0.203358
22;4;932;0.769057;0.21127
22;4;848;0.755223;0.222784
22;4;596;0.837541;0.222142
22;4;870;0.794647;0.210497
22;4;797;0.769656;0.234136
22;4;977;0.792764;0.24192
22;4;725;0.777978;0.225882
22;4;940;0.760816;0.202208
22;4;542;0.77204;0.179359
22;4;953;0.76361;0.195588
22;4;641;0.799643;0.220885
22;4;738;0.80672;0.237046
22;4;428;0.771723;0.197411
22;4;896;0.769747;0.23179
22;4;728;0.767555;0.236502
22;4;808;0.752349;0.222814
22;4;1020;0.769548;0.226007
22;4;869;0.78925;0.224364
22;4;540;0.801289;0.193841
22;4;546;0.769465;0.246913
22;4;704;0.783664;0.232489
22;4;785;0.808945;0.235279
22;4;751;0.738229;0.211107
22;4;959;0.782249;0.185629
22;4;767;0.785067;0.212511
22;4;892;0.791809;0.23451
22;4;691;0.76294;0.246158
22;4;848;0.771234;0.185307
22;4;589;0.767135;0.233206
22;4;735;0.783321;0.217334
