N;K;peaks;maxValue;minValue
22;18;111808;0.795207;0.215959
22;18;113001;0.797233;0.197701
22;18;113186;0.780917;0.205735
22;18;114904;0.801925;0.203419
22;18;113798;0.839554;0.204766
22;18;113725;0.818942;0.180887
22;18;114343;0.791502;0.198213
22;18;111239;0.787777;0.194025
22;18;113858;0.796481;0.210873
22;18;113460;0.810632;0.208125
22;18;115288;0.784785;0.212885
22;18;114531;0.802707;0.184715
22;18;113496;0.802471;0.188997
22;18;113844;0.807088;0.224144
22;18;112551;0.816992;0.204372
22;18;112818;0.795506;0.200166
22;18;114807;0.796177;0.206326
22;18;114417;0.799802;0.206063
22;18;114302;0.797816;0.213344
22;18;114125;0.801211;0.20808
22;18;113934;0.793788;0.215465
22;18;113649;0.800133;0.200206
22;18;113757;0.805199;0.197863
22;18;113942;0.804567;0.203234
22;18;113004;0.797716;0.209258
22;18;114905;0.805458;0.203879
22;18;114446;0.783214;0.202185
22;18;113238;0.797864;0.208268
22;18;113719;0.814089;0.2131
22;18;115246;0.810075;0.196088
22;18;112187;0.793811;0.21198
22;18;112619;0.780363;0.206406
22;18;112829;0.803753;0.193997
22;18;113103;0.79251;0.202578
22;18;113877;0.821847;0.200302
22;18;114929;0.823118;0.193815
22;18;112431;0.791702;0.216068
22;18;112662;0.789679;0.218471
22;18;113976;0.794509;0.184661
22;18;111766;0.799731;0.207452
22;18;113928;0.804411;0.197065
22;18;114602;0.78854;0.209241
22;18;114400;0.79538;0.199984
22;18;115083;0.791325;0.204839
22;18;114193;0.785334;0.201231
22;18;113376;0.802764;0.217701
22;18;113522;0.799029;0.210072
22;18;114453;0.807983;0.198962
22;18;114620;0.809603;0.210727
22;18;114513;0.798485;0.214763
22;18;114179;0.782507;0.207922
22;18;114515;0.793677;0.193803
22;18;114460;0.783357;0.185803
22;18;113616;0.784388;0.207318
22;18;114485;0.796766;0.197219
22;18;114293;0.790107;0.191517
22;18;111725;0.792927;0.195763
22;18;114874;0.791729;0.193455
22;18;114940;0.800539;0.215389
22;18;113909;0.807192;0.204617
22;18;114740;0.7977;0.20049
22;18;114881;0.803986;0.192951
22;18;113908;0.791123;0.212521
22;18;113836;0.787946;0.214379
22;18;114083;0.800557;0.185344
22;18;112067;0.809083;0.200415
22;18;114436;0.799916;0.207043
22;18;116314;0.791604;0.188441
22;18;114672;0.797372;0.210875
22;18;114374;0.787697;0.195966
22;18;113797;0.794713;0.204936
22;18;114028;0.785441;0.193872
22;18;114514;0.808399;0.189128
22;18;113006;0.774972;0.200646
22;18;111795;0.792635;0.187028
22;18;113749;0.804726;0.194886
22;18;113848;0.814502;0.197302
22;18;114887;0.790138;0.206933
22;18;113517;0.792945;0.214684
22;18;114562;0.808921;0.199283
22;18;114620;0.791824;0.218662
22;18;114141;0.802807;0.204137
22;18;114453;0.81427;0.20521
22;18;113659;0.792571;0.218353
22;18;113177;0.807025;0.199215
22;18;111815;0.776669;0.198371
22;18;115196;0.786387;0.203888
22;18;113134;0.792654;0.216076
22;18;113466;0.801363;0.21549
22;18;113467;0.834896;0.191933
22;18;114641;0.782807;0.204453
22;18;114777;0.790496;0.199046
22;18;113546;0.807809;0.207147
22;18;114219;0.802729;0.207841
22;18;114338;0.787198;0.191527
22;18;113245;0.791108;0.210044
22;18;115229;0.795019;0.224681
22;18;113373;0.785844;0.21666
