N;K;peaks;maxValue;minValue
22;15;63794;0.794951;0.217299
22;15;63209;0.794097;0.20872
22;15;64974;0.813606;0.209105
22;15;63870;0.793848;0.210618
22;15;63005;0.803362;0.209674
22;15;64768;0.786506;0.207915
22;15;63649;0.788639;0.201573
22;15;64397;0.799993;0.208652
22;15;65725;0.817185;0.193907
22;15;65190;0.792302;0.202459
22;15;64398;0.798378;0.207686
22;15;63598;0.778353;0.216295
22;15;65932;0.80449;0.183865
22;15;64553;0.796497;0.200297
22;15;65537;0.785929;0.217341
22;15;65133;0.819678;0.19605
22;15;64942;0.80474;0.211337
22;15;62656;0.796663;0.212028
22;15;64470;0.794641;0.208191
22;15;63777;0.811082;0.190069
22;15;64094;0.805169;0.19332
22;15;64907;0.793428;0.206293
22;15;65644;0.810442;0.196022
22;15;64283;0.785694;0.210418
22;15;65852;0.802294;0.197027
22;15;64432;0.805491;0.184174
22;15;63412;0.786993;0.203949
22;15;65331;0.799668;0.180198
22;15;64526;0.803134;0.195672
22;15;65409;0.78907;0.201713
22;15;64150;0.792919;0.202196
22;15;65355;0.796458;0.209227
22;15;63714;0.784798;0.194694
22;15;64361;0.8052;0.211109
22;15;63833;0.787834;0.196657
22;15;64305;0.845048;0.197428
22;15;62723;0.80064;0.20279
22;15;65000;0.79987;0.21173
22;15;64665;0.800193;0.197906
22;15;64342;0.79177;0.210749
22;15;64843;0.808934;0.206609
22;15;64819;0.802424;0.213012
22;15;63795;0.79576;0.192287
22;15;63496;0.814968;0.20649
22;15;64375;0.795853;0.203342
22;15;63513;0.808649;0.201188
22;15;63208;0.784263;0.20056
22;15;65787;0.788796;0.205697
22;15;64458;0.813988;0.198705
22;15;65030;0.818017;0.213849
22;15;63676;0.778997;0.202131
22;15;63927;0.790847;0.213385
22;15;65196;0.791324;0.211027
22;15;62621;0.805128;0.198049
22;15;64620;0.808422;0.19658
22;15;64193;0.791448;0.21431
22;15;64041;0.79501;0.178046
22;15;62080;0.788945;0.204346
22;15;64938;0.779467;0.218347
22;15;64701;0.803728;0.197523
22;15;64300;0.784278;0.208437
22;15;64347;0.806816;0.207614
22;15;64179;0.814277;0.199575
22;15;65059;0.792512;0.224607
22;15;64114;0.807004;0.199111
22;15;62225;0.786853;0.19918
22;15;64614;0.791628;0.210213
22;15;64165;0.805814;0.199378
22;15;65332;0.796371;0.20133
22;15;64383;0.831658;0.215751
22;15;64046;0.785739;0.182193
22;15;63551;0.798951;0.211459
22;15;62914;0.810342;0.199802
22;15;63373;0.795037;0.197364
22;15;65608;0.795433;0.198626
22;15;64052;0.800386;0.219548
22;15;65269;0.793249;0.186778
22;15;64702;0.798747;0.212141
22;15;65249;0.796838;0.225602
22;15;66027;0.797219;0.218437
22;15;65776;0.792221;0.202205
22;15;63892;0.801097;0.195478
22;15;64596;0.826115;0.202698
22;15;64196;0.797522;0.186403
22;15;64889;0.794999;0.211441
22;15;64595;0.781191;0.212799
22;15;64856;0.798599;0.193891
