N;K;peaks;maxValue;minValue
22;16;77847;0.801498;0.224081
22;16;78844;0.790904;0.196876
22;16;79350;0.795901;0.206228
22;16;79358;0.78233;0.200429
22;16;78191;0.798365;0.206545
22;16;78904;0.811703;0.197243
22;16;78692;0.779578;0.214482
22;16;78866;0.800242;0.19649
22;16;78627;0.802976;0.198666
22;16;78924;0.822041;0.220394
22;16;79162;0.786699;0.209016
22;16;76681;0.798768;0.200213
22;16;78754;0.781887;0.205469
22;16;78310;0.801174;0.20855
22;16;80062;0.809868;0.20688
22;16;78294;0.792712;0.164419
22;16;78403;0.820834;0.212419
22;16;78687;0.804046;0.200535
22;16;78031;0.780683;0.19939
22;16;79135;0.807662;0.215878
22;16;78290;0.790325;0.208074
22;16;78556;0.821089;0.175743
22;16;79792;0.790686;0.19008
22;16;79077;0.823948;0.203661
22;16;79948;0.78861;0.186209
22;16;79403;0.791121;0.199751
22;16;79997;0.783066;0.183249
22;16;79152;0.792685;0.2051
22;16;77470;0.79102;0.190376
22;16;79104;0.808574;0.201367
22;16;79557;0.803697;0.222385
22;16;77139;0.783099;0.222869
22;16;79582;0.79959;0.196472
22;16;78146;0.784881;0.188122
22;16;80383;0.785231;0.214225
22;16;78210;0.794541;0.186357
22;16;77470;0.806659;0.212159
22;16;80698;0.785017;0.203991
22;16;78309;0.782296;0.211648
22;16;79577;0.77377;0.202439
22;16;80887;0.79535;0.21147
22;16;79327;0.791704;0.204887
22;16;80182;0.795651;0.193057
22;16;80304;0.809715;0.210043
22;16;79654;0.795468;0.195892
22;16;78458;0.791831;0.181417
22;16;79638;0.804233;0.205092
22;16;79254;0.783364;0.194614
22;16;78368;0.791418;0.216352
22;16;79238;0.78085;0.190495
22;16;80256;0.786638;0.202649
22;16;78692;0.806557;0.203639
22;16;78138;0.791552;0.213527
22;16;80401;0.8042;0.203105
22;16;77239;0.792867;0.169433
22;16;78902;0.821387;0.21511
22;16;79565;0.791326;0.209077
22;16;79422;0.803534;0.196371
22;16;79854;0.784323;0.195779
22;16;79339;0.806397;0.20638
22;16;77730;0.803949;0.189192
22;16;76066;0.814499;0.207877
22;16;79517;0.790711;0.210369
22;16;79867;0.798955;0.177279
22;16;78259;0.830356;0.193886
22;16;79029;0.790253;0.198715
22;16;78373;0.808044;0.206748
22;16;80500;0.790359;0.199739
22;16;77842;0.794449;0.197187
22;16;79433;0.784912;0.207357
22;16;78239;0.782114;0.196222
22;16;78711;0.799882;0.193352
22;16;77855;0.789734;0.214547
22;16;78636;0.79148;0.203594
22;16;80675;0.793466;0.193911
22;16;79634;0.790383;0.19226
22;16;77766;0.790978;0.211203
22;16;79990;0.790157;0.189625
22;16;79867;0.788179;0.212387
22;16;79457;0.797066;0.200867
22;16;78590;0.814152;0.212505
22;16;78930;0.79824;0.200397
22;16;80841;0.792408;0.202652
22;16;79502;0.792617;0.208964
22;16;78489;0.79247;0.203259
22;16;79095;0.81465;0.204205
22;16;79149;0.782623;0.208982
22;16;78310;0.800164;0.206702
22;16;78636;0.796101;0.187847
22;16;78850;0.778419;0.197548
22;16;78502;0.807085;0.211939
22;16;79621;0.790466;0.175775
22;16;78679;0.787731;0.198175
22;16;78446;0.81579;0.213236
22;16;80257;0.796395;0.203823
22;16;79491;0.791171;0.208263
22;16;81282;0.8182;0.21177
22;16;79307;0.782465;0.203923
22;16;77634;0.806916;0.188719
22;16;78810;0.787028;0.20632
22;16;79698;0.798515;0.191458
22;16;78633;0.783742;0.210817
22;16;78378;0.796938;0.161811
22;16;79866;0.786471;0.166417
22;16;78653;0.798177;0.207766
22;16;79231;0.799548;0.196126
22;16;78072;0.801318;0.210759
22;16;80195;0.792056;0.194578
22;16;74804;0.80484;0.196807
22;16;79300;0.781919;0.212498
22;16;77824;0.797622;0.214856
22;16;79264;0.796507;0.197009
22;16;77957;0.777861;0.189504
22;16;78610;0.793545;0.220355
22;16;79774;0.799731;0.22025
22;16;79663;0.808244;0.193467
22;16;78292;0.802123;0.201674
22;16;79956;0.796697;0.213365
22;16;77586;0.801208;0.185966
22;16;79179;0.80924;0.207743
22;16;78628;0.806991;0.212207
22;16;79600;0.795832;0.207039
22;16;79889;0.808906;0.20801
22;16;77590;0.802745;0.185414
22;16;79267;0.791008;0.194841
22;16;77266;0.784151;0.190904
22;16;79532;0.798267;0.210741
22;16;79210;0.791877;0.208044
22;16;80189;0.783734;0.213721
22;16;78511;0.786036;0.208734
22;16;77735;0.82017;0.209872
22;16;77922;0.800146;0.191574
22;16;78192;0.791347;0.218548
22;16;78275;0.821696;0.213383
22;16;80683;0.801702;0.196333
22;16;78338;0.785088;0.208958
22;16;79290;0.7876;0.197602
22;16;79242;0.80113;0.198275
22;16;78214;0.797782;0.207624
22;16;79902;0.77763;0.211395
22;16;79728;0.784711;0.213385
22;16;78842;0.790119;0.197416
22;16;78809;0.786728;0.214973
22;16;76795;0.788746;0.210191
22;16;78524;0.803876;0.196279
22;16;78800;0.786618;0.202366
22;16;79234;0.807777;0.196153
22;16;78656;0.783307;0.193041
22;16;80554;0.79622;0.188673
22;16;77774;0.802163;0.204057
22;16;78047;0.799239;0.212011
22;16;79538;0.803025;0.205113
22;16;76847;0.799919;0.207981
22;16;78721;0.807575;0.208878
22;16;78561;0.779384;0.180955
22;16;78597;0.806976;0.189859
22;16;79404;0.80372;0.211558
22;16;79096;0.818732;0.201485
22;16;79639;0.794688;0.196393
22;16;79799;0.804041;0.207355
22;16;79392;0.796426;0.194962
22;16;79264;0.800767;0.188659
22;16;79351;0.805466;0.204772
22;16;80903;0.803725;0.196699
22;16;78837;0.802402;0.211809
22;16;80843;0.810051;0.217408
22;16;80119;0.800322;0.209554
22;16;77840;0.7878;0.209485
22;16;78864;0.808636;0.20504
22;16;79357;0.799711;0.187546
22;16;79106;0.78883;0.201094
22;16;79377;0.784416;0.203163
22;16;78892;0.777635;0.215236
22;16;79088;0.782632;0.194468
22;16;78426;0.796446;0.205709
22;16;76195;0.793743;0.191157
22;16;78885;0.794916;0.196203
22;16;80221;0.800878;0.208653
22;16;76900;0.790465;0.208279
22;16;77890;0.797827;0.208972
22;16;79134;0.802582;0.212581
22;16;77216;0.795817;0.196495
22;16;79808;0.801783;0.211139
22;16;80659;0.797387;0.189312
22;16;79888;0.794458;0.207392
22;16;79639;0.803321;0.193404
22;16;78718;0.813808;0.186934
22;16;79063;0.828175;0.200315
22;16;77334;0.804017;0.205228
22;16;79779;0.784506;0.193836
22;16;80666;0.807477;0.212736
22;16;79503;0.806166;0.210103
22;16;78860;0.798391;0.210784
22;16;78248;0.790885;0.217477
22;16;77439;0.79908;0.211087
22;16;77622;0.795048;0.207524
22;16;76649;0.805828;0.211827
22;16;80098;0.800895;0.198239
22;16;78066;0.794252;0.210644
22;16;79529;0.818357;0.213564
22;16;79615;0.801697;0.212241
22;16;79899;0.783767;0.19449
22;16;78951;0.793529;0.199401
22;16;79322;0.80913;0.191856
22;16;78839;0.790211;0.187952
22;16;81106;0.800486;0.222449
22;16;80150;0.783847;0.162251
22;16;79689;0.792735;0.215485
22;16;77262;0.809341;0.209396
22;16;79186;0.807077;0.201981
22;16;77391;0.820621;0.178978
22;16;79237;0.797704;0.207173
22;16;79784;0.790124;0.201843
22;16;79151;0.813373;0.197243
22;16;78492;0.78572;0.203399
22;16;76371;0.804545;0.163265
22;16;77992;0.811996;0.216111
22;16;80374;0.79599;0.211467
22;16;79529;0.798599;0.218091
22;16;79315;0.792831;0.213338
22;16;79795;0.803023;0.198972
22;16;80250;0.787184;0.207138
22;16;76952;0.799611;0.205314
22;16;79003;0.788955;0.197948
22;16;79338;0.806983;0.209219
22;16;79303;0.787601;0.20552
22;16;79959;0.804259;0.207399
22;16;79352;0.797896;0.190722
22;16;77391;0.784754;0.215022
22;16;75620;0.815735;0.206314
22;16;78095;0.800756;0.215345
22;16;79624;0.793157;0.20509
22;16;76700;0.793802;0.218161
22;16;76877;0.816593;0.212859
22;16;78638;0.774805;0.20672
22;16;76618;0.802128;0.212609
22;16;81074;0.807003;0.21528
22;16;80513;0.809826;0.2026
22;16;78517;0.780516;0.181389
22;16;81175;0.797152;0.188989
22;16;79600;0.808599;0.208446
22;16;79828;0.793601;0.20593
22;16;78379;0.812747;0.209957
22;16;80175;0.794093;0.212492
22;16;77935;0.790773;0.19859
22;16;80964;0.793605;0.204537
22;16;77810;0.785813;0.217555
22;16;78736;0.791703;0.200667
22;16;79237;0.824463;0.208297
22;16;77478;0.790691;0.200026
22;16;78434;0.794689;0.19199
22;16;78305;0.807476;0.206213
22;16;78837;0.801833;0.177446
22;16;78752;0.797314;0.210686
22;16;78341;0.787788;0.199147
22;16;78142;0.793801;0.206803
22;16;79708;0.799171;0.172657
22;16;80066;0.800987;0.207741
22;16;78421;0.802029;0.177966
22;16;77220;0.789587;0.203421
22;16;79177;0.820918;0.193838
22;16;77637;0.801041;0.200987
22;16;79291;0.80212;0.187527
22;16;80414;0.793798;0.214331
22;16;78328;0.797078;0.205281
22;16;78437;0.793319;0.215197
22;16;79057;0.788108;0.201077
22;16;76985;0.785383;0.174266
22;16;79033;0.790471;0.191067
22;16;79652;0.797266;0.204727
22;16;80180;0.793258;0.204795
22;16;78960;0.79598;0.211639
22;16;80312;0.788971;0.202829
22;16;78107;0.793324;0.19443
22;16;78525;0.784369;0.195164
22;16;79544;0.805082;0.20905
22;16;80454;0.799175;0.203075
22;16;80138;0.819227;0.215366
22;16;79752;0.783915;0.189654
22;16;79637;0.809301;0.190846
22;16;78037;0.801254;0.196194
22;16;79636;0.783336;0.213784
22;16;80801;0.799767;0.211073
22;16;79487;0.789529;0.20995
22;16;78862;0.794615;0.20636
22;16;78660;0.79361;0.207353
22;16;78129;0.815933;0.204462
22;16;78915;0.799391;0.198875
22;16;77718;0.798044;0.206466
22;16;80088;0.79652;0.191803
22;16;79890;0.787107;0.212117
22;16;76773;0.800977;0.197674
22;16;79434;0.78964;0.198152
22;16;79895;0.795282;0.196993
22;16;76841;0.815977;0.206219
22;16;79368;0.791114;0.217554
22;16;78876;0.819235;0.202206
22;16;78251;0.779531;0.210495
22;16;78737;0.8086;0.207473
22;16;77750;0.794873;0.184255
22;16;78422;0.792341;0.200669
22;16;77894;0.797303;0.179933
22;16;79248;0.800142;0.206026
22;16;77061;0.785375;0.220634
22;16;76744;0.799987;0.195604
22;16;79167;0.80074;0.217197
22;16;79421;0.794708;0.206601
22;16;76695;0.79063;0.190671
22;16;78648;0.783507;0.190076
22;16;79752;0.813098;0.184907
22;16;79670;0.810155;0.177978
22;16;80370;0.800581;0.206374
22;16;80669;0.809104;0.19826
22;16;77251;0.789041;0.214574
22;16;77953;0.794309;0.221139
22;16;79570;0.785125;0.198573
22;16;81024;0.795699;0.217779
22;16;78580;0.799698;0.187633
22;16;80593;0.803245;0.182815
22;16;78799;0.795442;0.201343
22;16;78808;0.788015;0.212563
22;16;78451;0.79396;0.213998
22;16;80238;0.789452;0.204301
22;16;79458;0.811938;0.200129
22;16;79798;0.809043;0.204528
22;16;78489;0.810534;0.185544
22;16;76630;0.798882;0.213109
22;16;79783;0.802598;0.176989
22;16;79348;0.792659;0.184703
22;16;78290;0.803983;0.196853
22;16;80126;0.808584;0.202425
22;16;78240;0.782419;0.199068
22;16;78998;0.792285;0.172194
22;16;75835;0.800764;0.199971
22;16;79859;0.818724;0.191817
22;16;79957;0.792929;0.219326
22;16;78350;0.804901;0.177179
22;16;80663;0.786888;0.217228
22;16;80840;0.792369;0.174584
22;16;79823;0.812023;0.20997
22;16;79382;0.793768;0.197591
22;16;77308;0.791835;0.204209
22;16;80326;0.781574;0.207213
22;16;79682;0.810362;0.191986
22;16;79349;0.794102;0.203014
22;16;78945;0.79407;0.191646
22;16;80136;0.783972;0.189544
22;16;78722;0.794523;0.210219
22;16;79373;0.796599;0.15768
22;16;78871;0.801808;0.214903
22;16;80085;0.800494;0.208469
22;16;77525;0.792213;0.184641
22;16;78455;0.788261;0.207837
22;16;80155;0.779149;0.196136
22;16;77730;0.80006;0.205422
22;16;78297;0.825738;0.173358
22;16;78250;0.791514;0.189984
22;16;77198;0.799488;0.191232
22;16;77522;0.790702;0.208167
22;16;78107;0.786967;0.217264
22;16;78513;0.808089;0.213426
22;16;80251;0.808224;0.20592
22;16;77828;0.788702;0.21028
22;16;79205;0.779102;0.205755
22;16;78773;0.797639;0.203494
22;16;80001;0.802209;0.193354
22;16;79385;0.803978;0.193562
22;16;79586;0.810335;0.206258
22;16;77018;0.802294;0.213683
22;16;77131;0.790454;0.191298
22;16;78946;0.799117;0.190985
22;16;79241;0.790248;0.203636
22;16;76663;0.813707;0.183734
22;16;79829;0.796831;0.214284
22;16;78572;0.78766;0.207649
22;16;79506;0.799779;0.204499
22;16;79591;0.777868;0.183889
22;16;78564;0.778636;0.215705
22;16;79085;0.787724;0.202318
22;16;79181;0.803692;0.222283
22;16;80849;0.808863;0.202242
22;16;79350;0.811222;0.193863
22;16;79319;0.787568;0.212631
22;16;79707;0.782023;0.194354
22;16;78536;0.798924;0.1934
22;16;78538;0.822403;0.206616
22;16;78992;0.810083;0.201626
22;16;78262;0.805221;0.195919
22;16;79590;0.815329;0.195727
22;16;76070;0.807896;0.200758
22;16;79154;0.793322;0.211579
22;16;79710;0.778323;0.206153
22;16;78025;0.784624;0.20916
22;16;78761;0.808129;0.211282
22;16;79650;0.835645;0.211684
22;16;80185;0.796903;0.209944
22;16;80396;0.803416;0.208023
