N;K;peaks;maxValue;minValue
22;3;274;0.819833;0.248601
22;3;309;0.76226;0.264502
22;3;387;0.732896;0.226884
22;3;284;0.759762;0.262392
22;3;421;0.738259;0.205881
22;3;407;0.798;0.256359
22;3;297;0.750926;0.219633
22;3;202;0.778565;0.23424
22;3;373;0.779016;0.222675
22;3;211;0.759258;0.205279
22;3;272;0.787808;0.221529
22;3;189;0.749683;0.25401
22;3;470;0.752221;0.268396
22;3;264;0.803363;0.240165
22;3;321;0.749978;0.217415
22;3;216;0.716008;0.244592
22;3;299;0.720971;0.215385
22;3;265;0.804854;0.22519
22;3;166;0.819469;0.201306
22;3;354;0.741824;0.249911
22;3;422;0.74928;0.203198
22;3;301;0.750004;0.215718
22;3;314;0.786711;0.225389
22;3;315;0.828689;0.265639
22;3;379;0.754741;0.249684
22;3;190;0.767019;0.228217
22;3;344;0.73826;0.224293
22;3;185;0.752002;0.224822
22;3;541;0.741708;0.242388
22;3;189;0.792462;0.274225
22;3;536;0.774611;0.267341
22;3;217;0.745615;0.204119
22;3;406;0.776969;0.245863
22;3;279;0.745572;0.228322
22;3;346;0.755822;0.239821
22;3;293;0.766337;0.230185
22;3;277;0.749337;0.227743
22;3;268;0.784342;0.205004
22;3;226;0.783021;0.245818
22;3;420;0.785907;0.230434
22;3;231;0.741112;0.276614
22;3;216;0.775348;0.262538
22;3;191;0.744273;0.236716
22;3;140;0.756967;0.247462
22;3;178;0.798822;0.215929
22;3;213;0.775727;0.264444
22;3;390;0.760046;0.245994
22;3;204;0.740553;0.221195
22;3;232;0.765105;0.239103
22;3;337;0.765592;0.232065
22;3;267;0.731111;0.250347
22;3;106;0.752493;0.254992
22;3;326;0.777748;0.260214
22;3;393;0.766221;0.260077
22;3;280;0.775679;0.239706
22;3;297;0.775747;0.225998
22;3;281;0.828807;0.236918
22;3;290;0.762368;0.274683
22;3;366;0.748313;0.235999
22;3;183;0.751495;0.279998
22;3;243;0.757846;0.188844
22;3;399;0.796251;0.245031
22;3;168;0.779398;0.229963
22;3;285;0.782901;0.214421
22;3;263;0.762228;0.208235
22;3;300;0.755423;0.189994
22;3;330;0.732038;0.232879
22;3;172;0.829178;0.192105
22;3;242;0.759529;0.254126
22;3;279;0.761899;0.228559
22;3;314;0.758914;0.205813
22;3;271;0.774089;0.257448
22;3;199;0.790485;0.215735
22;3;202;0.794794;0.23271
22;3;229;0.76726;0.268609
22;3;328;0.757598;0.250181
22;3;235;0.779692;0.218493
22;3;140;0.77784;0.213495
22;3;288;0.791158;0.206138
22;3;222;0.77364;0.265161
22;3;187;0.743762;0.271113
22;3;281;0.822197;0.307487
22;3;405;0.780899;0.244547
22;3;190;0.765164;0.227401
22;3;319;0.751393;0.25695
22;3;380;0.775065;0.261922
22;3;323;0.785055;0.202851
22;3;219;0.756258;0.238565
22;3;190;0.760522;0.237889
22;3;204;0.774268;0.195274
22;3;332;0.749508;0.235635
22;3;263;0.780498;0.209388
22;3;271;0.759366;0.269989
